0.135135135,0.387387387,0.261261261,0.216216216,1
0.277027027,0.185810811,0.168918919,0.368243243,1
0.215895611,0.170818505,0.277580071,0.335705813,1
0.199233716,0.264367816,0.379310345,0.157088123,1
0.218390805,0.210727969,0.375478927,0.195402299,1
0.225146199,0.342105263,0.301169591,0.131578947,1
0.202272727,0.3,0.293181818,0.204545455,1
0.25617284,0.206790123,0.287037037,0.25,1
0.261682243,0.292834891,0.286604361,0.158878505,1
0.218446602,0.388349515,0.097087379,0.296116505,1
0.21810089,0.289317507,0.256676558,0.235905045,1
0.196544276,0.332613391,0.228941685,0.241900648,1
0.326164875,0.301075269,0.17562724,0.197132616,1
0.29109589,0.232876712,0.220034247,0.255993151,1
0.240574506,0.190305206,0.287253142,0.281867145,1
0.288135593,0.123486683,0.196125908,0.392251816,1
0.285434357,0.165904637,0.203788374,0.344872632,1
0.201550388,0.290697674,0.310077519,0.197674419,1
0.192439863,0.202749141,0.446735395,0.158075601,1
0.206806283,0.230366492,0.303664921,0.259162304,1
0.202643172,0.314977974,0.25,0.232378855,1
0.257936508,0.265873016,0.166666667,0.30952381,1
0.226666667,0.298333333,0.25,0.225,1
0.327433628,0.190265487,0.163716814,0.318584071,1
0.154185022,0.299559471,0.306167401,0.240088106,1
0.20228385,0.287928222,0.255301794,0.254486134,1
0.308235294,0.192941176,0.171764706,0.327058824,1
0.272331155,0.263616558,0.263616558,0.20043573,1
0.298219585,0.136498516,0.275964392,0.289317507,1
0.218855219,0.225589226,0.35016835,0.205387205,1
0.266666667,0.233333333,0.237037037,0.262962963,1
0.149659864,0.37755102,0.217687075,0.255102041,1
0.183520599,0.25093633,0.38576779,0.179775281,1
0.247272727,0.28,0.261818182,0.210909091,1
0.214285714,0.146825397,0.369047619,0.26984127,1
0.335792062,0.189322093,0.193888303,0.280997541,1
0.264227642,0.211382114,0.280487805,0.243902439,1
0.189003436,0.213058419,0.443298969,0.154639175,1
0.233802817,0.318309859,0.236619718,0.211267606,1
0.220883534,0.337349398,0.180722892,0.261044177,1
0.180392157,0.423529412,0.231372549,0.164705882,1
0.287234043,0.184397163,0.280141844,0.24822695,1
0.294330519,0.232810615,0.189384801,0.283474065,1
0.180152672,0.314503817,0.264122137,0.241221374,1
0.198653199,0.250280584,0.2996633,0.251402918,1
0.234074074,0.251851852,0.257777778,0.256296296,1
0.27960928,0.152625153,0.192918193,0.374847375,1
0.334196891,0.186528497,0.225388601,0.25388601,1
0.314068441,0.176425856,0.171102662,0.338403042,1
0.300319489,0.226837061,0.188498403,0.284345048,1
0.257633588,0.22519084,0.200381679,0.316793893,1
0.230046948,0.352112676,0.230046948,0.187793427,1
0.260968661,0.222222222,0.214245014,0.302564103,1
0.2,0.327659574,0.261702128,0.210638298,1
0.25170068,0.238095238,0.234693878,0.275510204,1
0.148706897,0.325431034,0.284482759,0.24137931,1
0.130693069,0.376237624,0.211881188,0.281188119,1
0.119402985,0.44278607,0.228855721,0.208955224,1
0.392857143,0.159090909,0.13961039,0.308441558,1
0.328621908,0.153121319,0.201413428,0.316843345,1
0.371980676,0.144927536,0.149758454,0.333333333,1
0.140495868,0.38292011,0.225895317,0.250688705,1
0.274184632,0.264787175,0.25262576,0.208402432,1
0.256124722,0.239792131,0.162583519,0.341499629,1
0.303571429,0.150510204,0.244897959,0.301020408,1
0.275862069,0.164750958,0.201787995,0.357598978,1
0.375,0.257246377,0.155797101,0.211956522,1
0.289156627,0.21686747,0.220883534,0.273092369,1
0.232358003,0.209982788,0.201376936,0.356282272,1
0.231746032,0.26984127,0.235978836,0.262433862,1
0.275720165,0.197530864,0.300411523,0.226337449,1
0.235294118,0.238562092,0.379084967,0.147058824,1
0.262935586,0.216473073,0.180570222,0.340021119,1
0.35259434,0.158018868,0.224056604,0.265330189,1
0.300132802,0.249667995,0.166002656,0.284196547,1
0.271393643,0.237163814,0.229828851,0.261613692,1
0.21835443,0.278481013,0.316455696,0.186708861,1
0.200428725,0.294748124,0.272240086,0.232583065,1
0.195876289,0.316151203,0.254295533,0.233676976,1
0.333333333,0.220779221,0.207792208,0.238095238,1
0.192687747,0.301383399,0.267786561,0.238142292,1
0.264550265,0.252204586,0.245149912,0.238095238,1
0.215346535,0.232673267,0.341584158,0.21039604,1
0.21991342,0.276190476,0.2,0.303896104,1
0.359756098,0.149390244,0.091463415,0.399390244,1
0.26328801,0.247218789,0.211372064,0.278121137,1
0.150234742,0.361502347,0.276995305,0.211267606,1
0.260942761,0.223063973,0.205387205,0.310606061,1
0.348837209,0.189922481,0.240310078,0.220930233,1
0.191419142,0.277227723,0.369636964,0.161716172,1
0.206140351,0.285087719,0.315789474,0.192982456,1
0.267993874,0.202143951,0.222052067,0.307810107,1
0.30523918,0.173120729,0.230068337,0.291571754,1
0.134751773,0.322695035,0.326241135,0.216312057,1
0.178861789,0.27100271,0.230352304,0.319783198,1
0.212543554,0.266550523,0.273519164,0.24738676,1
0.224242424,0.260606061,0.309090909,0.206060606,1
0.246225319,0.213704994,0.242740999,0.297328688,1
0.157024793,0.347107438,0.393939394,0.101928375,1
0.276785714,0.205357143,0.200255102,0.317602041,1
0.155586987,0.338048091,0.291371994,0.214992928,1
0.183510638,0.311170213,0.284574468,0.220744681,1
0.142276423,0.353658537,0.341463415,0.162601626,1
