-0.006215133,-0.003244536,-0.081044304,-0.057279268,0.06251706,0.021348638,0.061959954,0.044936556,1
0.088942938,0.065790698,0.17063389,-0.186685804,-0.114192998,0.001896599,0.217820238,0.033384847,1
0.081856928,0.079271981,0.296809721,-0.01951999,-0.08994552,-0.087312499,0.310771302,0.210343382,1
-0.000216287,0.044338559,0.013611059,-0.10187262,-0.01406931,-0.010907506,0.127463985,0.04275237,1
0.058513467,0.066678924,0.129580962,0.069423993,-0.048392535,-0.124342725,0.044039681,-0.054703467,1
0.143784718,0.04837912,2.99E-05,0.01424431,-0.099288941,-0.081949492,0.02442594,-0.060456804,1
0.081990585,0.046471763,0.029612532,-0.076712676,-0.036926681,-0.015942238,-0.018304132,0.01488756,1
0.045335802,0.099717527,0.025177235,-0.021650295,-0.122827796,-0.087924024,0.099755672,-0.070420338,1
-0.013454628,0.074427167,0.056248044,-0.032244435,-0.047056571,-0.061643354,0.12105591,0.029169694,1
0.16282962,0.190044423,0.055754352,0.054081114,-0.119607277,-0.156083111,-0.061506786,-0.176726383,1
0.11269079,0.12457735,0.182124895,-0.069815479,-0.129221988,-0.090157942,0.054748691,0.003912884,1
0.065127548,0.003813334,0.014878668,-0.116604638,-0.04312218,0.045920861,0.012747079,0.052655558,1
0.285203145,0.168184741,0.204184885,0.059059774,-0.084241791,-0.026223332,0.021132734,-0.055490113,1
0.182496325,0.145679469,0.198035594,-0.018533558,-0.200441313,-0.163128724,-0.01389849,0.00123649,1
0.173539212,0.072421021,0.191690551,-0.047614117,-0.078042085,-0.048886483,0.067167864,0.085551307,1
0.196564967,0.215432495,0.48249495,0.041130604,-0.240026609,-0.273672092,0.202594092,0.193722813,1
0.133417889,0.087978607,0.30230575,-0.136093989,-0.125916368,-0.114585881,0.238821317,0.121016053,1
0.055334648,0.066271908,0.012080665,-0.063289952,-0.053804056,-0.076233278,0.057790736,0.036378197,1
-0.033849263,-0.028648509,-0.010732711,-0.084011806,0.064488558,0.023047739,0.169576783,0.087638503,1
-0.001732978,0.0411975,0.035828806,-0.039668793,-0.05582745,-0.106895399,0.140527101,0.034474141,1
0.04971402,0.036453562,0.042399545,-0.140273163,-0.04224056,0.016569529,0.083399884,0.089375937,1
0.201973717,0.042441048,0.130121625,-0.196895134,0.100861398,0.073257598,0.34584507,0.24296282,1
0.078902308,-0.002659546,0.091138937,-0.019861867,-0.075060796,-0.01461265,0.066083892,0.066462653,1
0.295702891,0.158310259,0.424815624,-0.11138712,-0.246070435,-0.162635854,0.164466081,0.14783535,1
0.032862718,0.094775573,0.099481581,-0.102710275,0.015588515,-0.00438237,0.164675987,0.043385722,1
0.090184552,0.045884267,0.13917064,-0.030762013,-0.013298989,-0.058918378,0.185802819,0.107313289,1
0.194536073,0.120476478,0.257390596,-0.148613179,-0.148078871,-0.159228147,0.100415732,0.105466511,1
0.12934494,0.105701034,0.085610812,-0.048088679,-0.190860422,-0.034471174,0.038070656,-0.067318305,1
-0.026110715,0.229311948,0.153745863,-0.127857549,-0.151270292,-0.136005375,0.228941486,-0.072540035,1
0.039458046,0.034734022,0.106145566,-0.002975577,-0.126650592,-0.032274465,0.116654937,-0.050150176,1
0.079845704,0.122796709,0.104985211,-0.109175745,-0.125862449,-0.003221038,0.004163302,-0.024369283,1
0.071094836,0.117450132,0.15470883,0.084120943,-0.122019665,-0.094335018,-0.050556231,-0.111381093,1
-0.007401673,-0.061331595,0.029805754,-0.023665888,0.017209284,-0.045491839,0.112945992,0.004506117,1
0.115046764,0.120805657,0.131548292,0.020434996,-0.112693789,-0.102878871,0.046527546,0.002826231,1
-0.007335453,0.101836446,0.149915261,0.011820867,-0.140508465,-0.091171961,0.080835729,-0.058531813,1
0.178161939,0.104159549,0.253558225,-0.111659802,-0.191636132,-0.016426356,0.107189029,0.074758078,1
0.041572952,0.103283579,0.185406286,0.050657299,-0.204584702,-0.115540209,0.141516658,-0.074489689,1
-0.000265171,0.024354528,-0.03335435,-0.000655797,-0.00059519,-0.074557999,0.128478993,0.032274447,1
0.108414751,0.244511474,0.184418481,-0.100984623,-0.178096639,-0.165594502,0.070142332,-0.039934158,1
0.117542925,0.113724499,0.09328277,-0.053667877,-0.111398154,-0.017483454,-0.059023699,-0.115685465,1
0.076317261,-0.002827849,0.068978481,0.025979039,-0.079305394,0.002713278,-0.01521924,-0.017713412,1
0.15483824,0.10134261,0.096622359,0.039316585,0.000493837,-0.190168245,0.063443036,-0.14371149,1
0.184503161,0.029978808,0.189842166,-0.102489333,-0.147054861,0.042457456,0.024677837,0.006650139,1
0.09467136,0.044107979,0.148626204,0.008486224,-0.063766414,-0.044241539,0.122807239,0.116621706,1
0.121649807,0.125522435,0.174098993,-0.000803467,-0.022464679,0.000250673,0.107001538,0.065130326,1
0.035717798,-0.010175008,0.150280577,-0.031579374,-0.135439084,0.003356491,0.093296083,-0.023807007,1
0.12474471,0.114065014,0.33833323,-0.116049175,-0.09774695,-0.057097653,0.332533338,0.190223597,1
0.006220835,0.104150795,0.129809265,-0.040526614,-0.24319505,-0.113383419,0.19091283,-0.117710367,1
0.114983606,0.185157346,0.238706344,-0.21825145,-0.17292716,-0.134353194,0.213124749,0.053836187,1
0.313323506,0.052168519,0.296935627,0.015532382,-0.290000112,-0.253187659,-0.088514684,-0.012025525,1
0.079555308,0.072990676,0.173034832,-0.134379496,-0.067769969,-0.084845722,0.097362386,-0.011695467,1
-0.073317072,-0.009456539,-0.078873442,-0.100421227,0.019832503,0.003351097,0.199589986,0.048805664,1
0.099580321,0.082711626,0.246695588,-0.063589591,-0.114632791,-0.085153695,0.185526694,0.071084009,1
0.000517492,0.027851052,-0.008619251,-0.020941621,-0.023718386,-0.040689777,0.073168545,-0.007303927,1
0.185197098,0.113107936,0.189722369,-0.034667744,-0.239529681,-0.056553609,-0.081745871,-0.042389931,1
0.031080042,0.024461124,-0.086202238,-0.035801977,0.04865544,-0.035959088,0.107447692,-0.016533741,1
0.007379168,0.013055269,0.043063241,-0.080505068,-0.022761192,-0.031922832,0.068178936,0.077458857,1
-0.062647361,0.049000611,-0.119641651,-0.045918811,0.075040934,-0.046270274,0.132699058,-0.025136154,1
0.175401268,0.095275374,0.396086645,-0.264909729,-0.369780411,-0.099593026,0.048835195,0.114489002,1
0.145980925,0.063835972,0.348360664,-0.106539123,-0.204166902,-0.132504975,0.2589325,0.104733228,1
0.263443193,0.043646172,0.639955478,0.037893403,-0.627901443,-0.381088462,0.063589551,0.013722669,1
0.04741447,-0.068572635,0.148524812,0.019760186,-0.049783287,-0.085707908,0.074025859,0.006440299,1
0.202729739,0.152122291,0.207879902,-0.006070128,-0.216071933,-0.096962156,-0.054064548,-0.058391668,1
0.100287758,0.10462954,0.279503116,-0.147133514,-0.238030357,-0.137026608,0.107689515,0.059584998,1
0.203816729,0.213270887,0.390787035,-0.130448446,-0.275351214,-0.196176838,0.166077725,0.191607072,1
0.087506415,0.058154384,0.227172502,-0.217197582,-0.180134261,-0.153994815,0.243744137,0.067525802,1
0.281167707,0.196756835,0.268749566,-0.031297297,-0.377290682,-0.144999925,-0.134030884,-0.053658753,1
-0.055940047,0.01701877,0.142491026,0.052798242,-0.020175912,-0.090164125,0.259138406,-0.078296979,1
0.004199218,0.070240473,0.238380115,-0.121700169,-0.103648938,-0.118755714,0.353826447,0.063287845,1
0.038916187,0.006234325,0.068354864,-0.079470001,-0.036239082,0.027591753,0.180654079,0.126455431,1
-0.037070325,0.149630204,0.054708363,0.004134324,-0.145690769,-0.139807561,0.137006119,-0.169967836,1
